Year,geoId,County,Population,Median_Age,Unemployment,Income,Crimes
2011,geoId/06043,Mariposa County,18168,48.4,13.4,49174,nan
2012,geoId/06043,Mariposa County,17880,49.4,12.4,52584,nan
2013,geoId/06043,Mariposa County,17808,50.1,10.6,49820,nan
2014,geoId/06043,Mariposa County,17713,50.2,8.9,50560,nan
2015,geoId/06043,Mariposa County,17622,50.6,7.2,47681,nan
2016,geoId/06043,Mariposa County,17455,50.6,6.9,49265,nan
2017,geoId/06043,Mariposa County,17437,51.1,5.9,51385,nan
2018,geoId/06043,Mariposa County,17471,51.4,5.4,51199,nan
2019,geoId/06043,Mariposa County,17420,51.7,4.6,48820,nan
1980,geoId/06045,Mendocino County,66738,nan,nan,nan,nan
1981,geoId/06045,Mendocino County,68385,nan,nan,nan,nan
1982,geoId/06045,Mendocino County,69726,nan,nan,nan,nan
1983,geoId/06045,Mendocino County,70700,nan,nan,nan,nan
1984,geoId/06045,Mendocino County,71811,nan,nan,nan,nan
1985,geoId/06045,Mendocino County,73390,nan,nan,nan,nan
1986,geoId/06045,Mendocino County,74293,nan,nan,nan,nan
1987,geoId/06045,Mendocino County,75320,nan,nan,nan,nan
1988,geoId/06045,Mendocino County,76493,nan,nan,nan,nan
1989,geoId/06045,Mendocino County,78444,nan,nan,nan,nan
1990,geoId/06045,Mendocino County,80820,nan,7.6,nan,nan
1991,geoId/06045,Mendocino County,81543,nan,10.7,nan,nan
1992,geoId/06045,Mendocino County,81645,nan,12.3,nan,nan
1993,geoId/06045,Mendocino County,81629,nan,11.3,nan,nan
1994,geoId/06045,Mendocino County,81791,nan,9.7,nan,nan
1995,geoId/06045,Mendocino County,82483,nan,9.5,nan,nan
1996,geoId/06045,Mendocino County,82930,nan,8.8,nan,nan
1997,geoId/06045,Mendocino County,83268,nan,8.1,nan,nan
1998,geoId/06045,Mendocino County,83754,nan,7.9,nan,nan
1999,geoId/06045,Mendocino County,84085,nan,6.8,nan,nan
2000,geoId/06045,Mendocino County,86373,nan,5.5,nan,nan
2001,geoId/06045,Mendocino County,86673,nan,6,nan,nan
2002,geoId/06045,Mendocino County,87056,nan,6.7,nan,nan
2003,geoId/06045,Mendocino County,87678,nan,6.9,nan,nan
2004,geoId/06045,Mendocino County,87419,nan,6.4,nan,nan
2005,geoId/06045,Mendocino County,87219,nan,5.7,nan,nan
2006,geoId/06045,Mendocino County,86418,nan,5.2,nan,nan
2007,geoId/06045,Mendocino County,85993,nan,5.4,nan,nan
2008,geoId/06045,Mendocino County,86218,nan,6.9,nan,nan
2009,geoId/06045,Mendocino County,86299,nan,10.5,nan,nan
2010,geoId/06045,Mendocino County,87800,nan,11.9,nan,nan
2011,geoId/06045,Mendocino County,87334,41.4,11.6,44527,nan
2012,geoId/06045,Mendocino County,87288,41.7,10.2,43721,nan
2013,geoId/06045,Mendocino County,87054,41.8,8.5,43469,nan
2014,geoId/06045,Mendocino County,87225,42,7.1,43290,nan
2015,geoId/06045,Mendocino County,87107,42.2,5.9,42980,nan
2016,geoId/06045,Mendocino County,87285,42.3,5.3,43510,nan
2017,geoId/06045,Mendocino County,87576,42.4,4.6,46528,nan
2018,geoId/06045,Mendocino County,87401,42.8,4,49233,nan
2019,geoId/06045,Mendocino County,86749,43.1,4,51416,nan
1980,geoId/06047,Merced County,134557,nan,nan,nan,nan
1981,geoId/06047,Merced County,139632,nan,nan,nan,nan
1982,geoId/06047,Merced County,142766,nan,nan,nan,nan
1983,geoId/06047,Merced County,147657,nan,nan,nan,nan
1984,geoId/06047,Merced County,151357,nan,nan,nan,nan
1985,geoId/06047,Merced County,155939,nan,nan,nan,nan
1986,geoId/06047,Merced County,158988,nan,nan,nan,nan
1987,geoId/06047,Merced County,162956,nan,nan,nan,nan
1988,geoId/06047,Merced County,167749,nan,nan,nan,nan
1989,geoId/06047,Merced County,172988,nan,nan,nan,nan
1990,geoId/06047,Merced County,179812,nan,12.8,nan,nan
1991,geoId/06047,Merced County,185381,nan,15.8,nan,nan
1992,geoId/06047,Merced County,188184,nan,17.5,nan,nan
1993,geoId/06047,Merced County,191195,nan,17.4,nan,nan
1994,geoId/06047,Merced County,195205,nan,16.3,nan,nan
1995,geoId/06047,Merced County,192175,nan,17,nan,nan
1996,geoId/06047,Merced County,190991,nan,16.8,nan,nan
1997,geoId/06047,Merced County,193893,nan,15.7,nan,nan
1998,geoId/06047,Merced County,197261,nan,15.2,nan,nan
1999,geoId/06047,Merced County,200746,nan,13.5,nan,nan
2000,geoId/06047,Merced County,212140,nan,9.5,nan,nan
2001,geoId/06047,Merced County,218154,nan,10.2,nan,nan
2002,geoId/06047,Merced County,224099,nan,11.1,nan,nan
2003,geoId/06047,Merced County,229755,nan,11.6,nan,nan
2004,geoId/06047,Merced County,234502,nan,10.9,nan,nan
2005,geoId/06047,Merced County,239130,nan,10,nan,nan
2006,geoId/06047,Merced County,241844,nan,9.4,nan,nan
2007,geoId/06047,Merced County,244365,nan,10,nan,nan
2008,geoId/06047,Merced County,245721,nan,12.7,nan,nan
2009,geoId/06047,Merced County,246795,nan,17.3,nan,nan
2010,geoId/06047,Merced County,256732,nan,18.4,nan,nan
2011,geoId/06047,Merced County,259297,29.5,17.9,43945,nan
2012,geoId/06047,Merced County,260867,29.7,16.6,43565,nan
2013,geoId/06047,Merced County,262026,30,14.7,42591,nan
2014,geoId/06047,Merced County,264419,30.2,13,43066,nan
2015,geoId/06047,Merced County,266353,30.4,11.4,42462,nan
2016,geoId/06047,Merced County,267628,30.6,10.6,44397,nan
2017,geoId/06047,Merced County,271096,30.8,9.4,46338,nan
2018,geoId/06047,Merced County,274151,30.9,8.5,50129,nan
2019,geoId/06047,Merced County,277680,31.1,8.2,53672,nan
1980,geoId/06049,Modoc County,8610,nan,nan,nan,nan
1981,geoId/06049,Modoc County,8988,nan,nan,nan,nan
1982,geoId/06049,Modoc County,9268,nan,nan,nan,nan
1983,geoId/06049,Modoc County,9467,nan,nan,nan,nan
1984,geoId/06049,Modoc County,9630,nan,nan,nan,nan
1985,geoId/06049,Modoc County,9499,nan,nan,nan,nan
1986,geoId/06049,Modoc County,9368,nan,nan,nan,nan
1987,geoId/06049,Modoc County,9350,nan,nan,nan,nan
1988,geoId/06049,Modoc County,9361,nan,nan,nan,nan
1989,geoId/06049,Modoc County,9662,nan,nan,nan,nan
1990,geoId/06049,Modoc County,9668,nan,9.6,nan,nan
1991,geoId/06049,Modoc County,9693,nan,12.6,nan,nan
1992,geoId/06049,Modoc County,9775,nan,12.9,nan,nan
1993,geoId/06049,Modoc County,9590,nan,13.6,nan,nan
1994,geoId/06049,Modoc County,9682,nan,12.1,nan,nan
1995,geoId/06049,Modoc County,9578,nan,13.2,nan,nan
1996,geoId/06049,Modoc County,9642,nan,12.2,nan,nan
1997,geoId/06049,Modoc County,9603,nan,11.7,nan,nan
1998,geoId/06049,Modoc County,9338,nan,11.2,nan,nan
1999,geoId/06049,Modoc County,9210,nan,8.6,nan,nan
2000,geoId/06049,Modoc County,9390,nan,7.4,nan,nan
2001,geoId/06049,Modoc County,9286,nan,7,nan,nan
2002,geoId/06049,Modoc County,9250,nan,7.9,nan,nan
2003,geoId/06049,Modoc County,9337,nan,8.8,nan,nan
2004,geoId/06049,Modoc County,9387,nan,8.8,nan,nan
2005,geoId/06049,Modoc County,9298,nan,7.9,nan,nan
2006,geoId/06049,Modoc County,9295,nan,7.8,nan,nan
2007,geoId/06049,Modoc County,9155,nan,8,nan,nan
2008,geoId/06049,Modoc County,9129,nan,9.7,nan,nan
2009,geoId/06049,Modoc County,9170,nan,12.6,nan,nan
2010,geoId/06049,Modoc County,9699,nan,15.5,nan,nan
2011,geoId/06049,Modoc County,9512,46.5,16.2,35402,nan
2012,geoId/06049,Modoc County,9355,46.8,14.6,37482,nan
2013,geoId/06049,Modoc County,9149,46.9,12.4,36212,nan
2014,geoId/06049,Modoc County,9080,47.1,10.4,38560,nan
2015,geoId/06049,Modoc County,9048,47.8,8.6,37860,nan
2016,geoId/06049,Modoc County,8935,47.1,7.8,41194,nan
2017,geoId/06049,Modoc County,8848,47.8,8.2,39296,nan
2018,geoId/06049,Modoc County,8777,47.7,7.6,45149,nan
2019,geoId/06049,Modoc County,8907,47.8,7.2,45507,nan
1980,geoId/06051,Mono County,8577,nan,nan,nan,nan
1981,geoId/06051,Mono County,8916,nan,nan,nan,nan
1982,geoId/06051,Mono County,9278,nan,nan,nan,nan
1983,geoId/06051,Mono County,9225,nan,nan,nan,nan
1984,geoId/06051,Mono County,8790,nan,nan,nan,nan
1985,geoId/06051,Mono County,8806,nan,nan,nan,nan
1986,geoId/06051,Mono County,8795,nan,nan,nan,nan
1987,geoId/06051,Mono County,8916,nan,nan,nan,nan
1988,geoId/06051,Mono County,9071,nan,nan,nan,nan
1989,geoId/06051,Mono County,9514,nan,nan,nan,nan
1990,geoId/06051,Mono County,10075,nan,5.9,nan,nan
1991,geoId/06051,Mono County,9806,nan,12.1,nan,nan
1992,geoId/06051,Mono County,9933,nan,10.7,nan,nan
1993,geoId/06051,Mono County,10260,nan,9.4,nan,nan
1994,geoId/06051,Mono County,10559,nan,10.4,nan,nan
1995,geoId/06051,Mono County,10488,nan,10.8,nan,nan
1996,geoId/06051,Mono County,10400,nan,10.9,nan,nan
1997,geoId/06051,Mono County,10410,nan,10.4,nan,nan
1998,geoId/06051,Mono County,10307,nan,8.2,nan,nan
1999,geoId/06051,Mono County,10512,nan,6.8,nan,nan
2000,geoId/06051,Mono County,12896,nan,4.6,nan,nan
2001,geoId/06051,Mono County,13100,nan,4.7,nan,nan
2002,geoId/06051,Mono County,13173,nan,5.2,nan,nan
2003,geoId/06051,Mono County,13016,nan,5.1,nan,nan
2004,geoId/06051,Mono County,12917,nan,5.1,nan,nan
2005,geoId/06051,Mono County,12890,nan,4.8,nan,nan
2006,geoId/06051,Mono County,13129,nan,4.4,nan,nan
2007,geoId/06051,Mono County,12851,nan,4.8,nan,nan
2008,geoId/06051,Mono County,12902,nan,5.9,nan,nan
2009,geoId/06051,Mono County,12914,nan,9.2,nan,nan
2010,geoId/06051,Mono County,14257,nan,10.4,nan,nan
2011,geoId/06051,Mono County,14423,36.5,10.2,60469,nan
2012,geoId/06051,Mono County,14334,37.1,10.5,61868,nan
2013,geoId/06051,Mono County,14074,37.2,8.6,61757,nan
2014,geoId/06051,Mono County,14142,37.2,7.1,61814,nan
2015,geoId/06051,Mono County,14043,38.5,6.2,56944,nan
2016,geoId/06051,Mono County,14202,38.9,5.4,58937,nan
2017,geoId/06051,Mono County,14235,38.3,4.5,60595,nan
2018,geoId/06051,Mono County,14250,38.3,4.1,63018,nan
2019,geoId/06051,Mono County,14310,37.7,3.8,62260,nan
1980,geoId/06053,Monterey County,290444,nan,nan,nan,nan
1981,geoId/06053,Monterey County,299677,nan,nan,nan,nan
1982,geoId/06053,Monterey County,306241,nan,nan,nan,nan
1983,geoId/06053,Monterey County,313698,nan,nan,nan,nan
1984,geoId/06053,Monterey County,321458,nan,nan,nan,nan
1985,geoId/06053,Monterey County,328102,nan,nan,nan,nan
1986,geoId/06053,Monterey County,335849,nan,nan,nan,nan
1987,geoId/06053,Monterey County,341268,nan,nan,nan,nan
1988,geoId/06053,Monterey County,345947,nan,nan,nan,nan
1989,geoId/06053,Monterey County,349872,nan,nan,nan,nan
1990,geoId/06053,Monterey County,356947,nan,9.6,nan,nan
1991,geoId/06053,Monterey County,361559,nan,11.4,nan,nan
1992,geoId/06053,Monterey County,366296,nan,12.5,nan,nan
1993,geoId/06053,Monterey County,362913,nan,13.1,nan,nan
1994,geoId/06053,Monterey County,342872,nan,12.5,nan,nan
1995,geoId/06053,Monterey County,343082,nan,12.3,nan,nan
1996,geoId/06053,Monterey County,347292,nan,11.4,nan,nan
1997,geoId/06053,Monterey County,358888,nan,11,nan,nan
1998,geoId/06053,Monterey County,366631,nan,10.8,nan,nan
1999,geoId/06053,Monterey County,371756,nan,9.7,nan,nan
2000,geoId/06053,Monterey County,403114,nan,7.3,nan,nan
2001,geoId/06053,Monterey County,407425,nan,7.8,nan,nan
2002,geoId/06053,Monterey County,409481,nan,9,nan,nan
2003,geoId/06053,Monterey County,410372,nan,9,nan,nan
2004,geoId/06053,Monterey County,409491,nan,8.3,nan,nan
2005,geoId/06053,Monterey County,405970,nan,7.3,nan,nan
2006,geoId/06053,Monterey County,402606,nan,6.9,nan,nan
2007,geoId/06053,Monterey County,403201,nan,7.1,nan,nan
2008,geoId/06053,Monterey County,406888,nan,8.5,nan,nan
2009,geoId/06053,Monterey County,411124,nan,12,nan,nan
2010,geoId/06053,Monterey County,416396,nan,13,nan,nan
2011,geoId/06053,Monterey County,420456,32.8,12.9,59737,nan
2012,geoId/06053,Monterey County,424788,32.9,11.8,60143,nan
2013,geoId/06053,Monterey County,426712,33,10.4,59168,nan
2014,geoId/06053,Monterey County,428475,33.3,9.2,58582,nan
2015,geoId/06053,Monterey County,430552,33.5,8.2,58783,nan
2016,geoId/06053,Monterey County,433953,33.7,7.7,60889,nan
2017,geoId/06053,Monterey County,434534,33.9,7.2,63249,nan
2018,geoId/06053,Monterey County,433950,34.1,6.4,66676,nan
2019,geoId/06053,Monterey County,434061,34.4,6.4,71015,nan
1980,geoId/06055,Napa County,99199,nan,nan,nan,nan
1981,geoId/06055,Napa County,99662,nan,nan,nan,nan
1982,geoId/06055,Napa County,101178,nan,nan,nan,nan
1983,geoId/06055,Napa County,101549,nan,nan,nan,nan
1984,geoId/06055,Napa County,101902,nan,nan,nan,nan
1985,geoId/06055,Napa County,103014,nan,nan,nan,nan
1986,geoId/06055,Napa County,104237,nan,nan,nan,nan
1987,geoId/06055,Napa County,105010,nan,nan,nan,nan
1988,geoId/06055,Napa County,106130,nan,nan,nan,nan
1989,geoId/06055,Napa County,108662,nan,nan,nan,nan
1990,geoId/06055,Napa County,111215,nan,4.1,nan,nan
1991,geoId/06055,Napa County,111897,nan,5.8,nan,nan
1992,geoId/06055,Napa County,113631,nan,7.2,nan,nan
1993,geoId/06055,Napa County,114034,nan,7.9,nan,nan
1994,geoId/06055,Napa County,114956,nan,7,nan,nan
1995,geoId/06055,Napa County,115320,nan,6.2,nan,nan
1996,geoId/06055,Napa County,116387,nan,6.1,nan,nan
1997,geoId/06055,Napa County,117944,nan,5.2,nan,nan
1998,geoId/06055,Napa County,119540,nan,4,nan,nan
1999,geoId/06055,Napa County,120962,nan,3.3,nan,nan
2000,geoId/06055,Napa County,124604,nan,3.6,nan,nan
2001,geoId/06055,Napa County,126879,nan,3.6,nan,nan
2002,geoId/06055,Napa County,128843,nan,4.6,nan,nan
2003,geoId/06055,Napa County,130255,nan,4.9,nan,nan
2004,geoId/06055,Napa County,130539,nan,4.7,nan,nan
2005,geoId/06055,Napa County,130516,nan,4.4,nan,nan
2006,geoId/06055,Napa County,131546,nan,3.9,nan,nan
2007,geoId/06055,Napa County,132667,nan,4,nan,nan
2008,geoId/06055,Napa County,134295,nan,5.1,nan,nan
2009,geoId/06055,Napa County,135285,nan,8.7,nan,nan
2010,geoId/06055,Napa County,136808,nan,10.6,nan,nan
2011,geoId/06055,Napa County,137691,39.5,10,68641,nan
2012,geoId/06055,Napa County,138538,39.6,8.6,69571,nan
2013,geoId/06055,Napa County,139580,39.8,7,70443,nan
2014,geoId/06055,Napa County,140405,40.3,5.7,70925,nan
2015,geoId/06055,Napa County,140862,40.3,4.6,71379,nan
2016,geoId/06055,Napa County,140840,40.7,4.3,74609,nan
2017,geoId/06055,Napa County,139878,40.8,3.7,79637,nan
2018,geoId/06055,Napa County,138789,41.1,3,84753,nan
2019,geoId/06055,Napa County,137744,41.3,2.9,88596,nan
1980,geoId/06057,Nevada County,51645,nan,nan,nan,nan
1981,geoId/06057,Nevada County,56160,nan,nan,nan,nan
1982,geoId/06057,Nevada County,59087,nan,nan,nan,nan
1983,geoId/06057,Nevada County,60782,nan,nan,nan,nan
1984,geoId/06057,Nevada County,62829,nan,nan,nan,nan
1985,geoId/06057,Nevada County,65287,nan,nan,nan,nan
1986,geoId/06057,Nevada County,67718,nan,nan,nan,nan
1987,geoId/06057,Nevada County,70556,nan,nan,nan,nan
1988,geoId/06057,Nevada County,73369,nan,nan,nan,nan
1989,geoId/06057,Nevada County,76133,nan,nan,nan,nan
1990,geoId/06057,Nevada County,79185,nan,4.8,nan,nan
1991,geoId/06057,Nevada County,81419,nan,6.6,nan,nan
1992,geoId/06057,Nevada County,83131,nan,8.5,nan,nan
1993,geoId/06057,Nevada County,84221,nan,8.5,nan,nan
1994,geoId/06057,Nevada County,85644,nan,7.5,nan,nan
1995,geoId/06057,Nevada County,87105,nan,7.5,nan,nan
1996,geoId/06057,Nevada County,88579,nan,7,nan,nan
1997,geoId/06057,Nevada County,89981,nan,6.2,nan,nan
1998,geoId/06057,Nevada County,91114,nan,5.4,nan,nan
1999,geoId/06057,Nevada County,92014,nan,4.1,nan,nan
2000,geoId/06057,Nevada County,92521,nan,4.1,nan,nan
2001,geoId/06057,Nevada County,93699,nan,4.4,nan,nan
2002,geoId/06057,Nevada County,94608,nan,5.3,nan,nan
2003,geoId/06057,Nevada County,95534,nan,5.6,nan,nan
2004,geoId/06057,Nevada County,96399,nan,5.3,nan,nan
2005,geoId/06057,Nevada County,97085,nan,4.8,nan,nan
2006,geoId/06057,Nevada County,97343,nan,4.4,nan,nan
2007,geoId/06057,Nevada County,97542,nan,4.7,nan,nan
2008,geoId/06057,Nevada County,97885,nan,6.6,nan,nan
2009,geoId/06057,Nevada County,98205,nan,10.7,nan,nan
2010,geoId/06057,Nevada County,98785,nan,12,nan,nan
2011,geoId/06057,Nevada County,98701,47.3,11.3,58077,nan
2012,geoId/06057,Nevada County,98137,48,9.9,57382,nan
2013,geoId/06057,Nevada County,97938,48.5,8.2,57353,nan
2014,geoId/06057,Nevada County,98572,48.8,6.6,56949,nan
2015,geoId/06057,Nevada County,98676,49,5.5,56521,nan
2016,geoId/06057,Nevada County,98913,49.5,4.8,57429,nan
2017,geoId/06057,Nevada County,99367,49.8,4.1,60610,nan
2018,geoId/06057,Nevada County,99508,50.1,3.5,63240,nan
2019,geoId/06057,Nevada County,99755,50.5,3.4,66096,nan
1980,geoId/06059,Orange County,1932921,nan,nan,nan,nan
1981,geoId/06059,Orange County,2004806,nan,nan,nan,nan
1982,geoId/06059,Orange County,2045925,nan,nan,nan,nan
1983,geoId/06059,Orange County,2088886,nan,nan,nan,nan
1984,geoId/06059,Orange County,2123362,nan,nan,nan,nan
1985,geoId/06059,Orange County,2171930,nan,nan,nan,nan
1986,geoId/06059,Orange County,2228895,nan,nan,nan,nan
1987,geoId/06059,Orange County,2281486,nan,nan,nan,nan
1988,geoId/06059,Orange County,2333101,nan,nan,nan,nan
1989,geoId/06059,Orange County,2383920,nan,nan,nan,nan
1990,geoId/06059,Orange County,2417569,nan,3.5,nan,nan
1991,geoId/06059,Orange County,2445044,nan,5.3,nan,nan
1992,geoId/06059,Orange County,2483337,nan,6.7,nan,nan
1993,geoId/06059,Orange County,2513289,nan,6.8,nan,nan
1994,geoId/06059,Orange County,2541371,nan,5.8,nan,nan
1995,geoId/06059,Orange County,2572393,nan,5.1,nan,nan
1996,geoId/06059,Orange County,2606488,nan,4.2,nan,nan
1997,geoId/06059,Orange County,2665599,nan,3.3,nan,nan
1998,geoId/06059,Orange County,2723782,nan,2.9,nan,nan
1999,geoId/06059,Orange County,2760948,nan,2.7,nan,nan
2000,geoId/06059,Orange County,2856241,nan,3.5,nan,nan
2001,geoId/06059,Orange County,2893267,nan,4,nan,nan
2002,geoId/06059,Orange County,2922047,nan,5,nan,nan
2003,geoId/06059,Orange County,2949010,nan,4.8,nan,nan
2004,geoId/06059,Orange County,2967094,nan,4.2,nan,nan
2005,geoId/06059,Orange County,2970818,nan,3.7,nan,nan
2006,geoId/06059,Orange County,2967793,nan,3.4,nan,nan
2007,geoId/06059,Orange County,2972372,nan,3.8,nan,nan
2008,geoId/06059,Orange County,3003636,nan,5.3,nan,nan
2009,geoId/06059,Orange County,3038426,nan,9,nan,nan
2010,geoId/06059,Orange County,3016559,nan,10,nan,nan
2011,geoId/06059,Orange County,3049271,36,9.3,75762,nan
2012,geoId/06059,Orange County,3078068,36.2,8,75566,nan
2013,geoId/06059,Orange County,3104950,36.4,6.7,75422,nan
2014,geoId/06059,Orange County,3126537,36.7,5.6,75998,nan
2015,geoId/06059,Orange County,3149280,37.1,4.5,76509,nan
2016,geoId/06059,Orange County,3164986,37.3,4.1,78145,nan
2017,geoId/06059,Orange County,3174289,37.5,3.5,81851,nan
2018,geoId/06059,Orange County,3175973,37.8,3,85398,nan
2019,geoId/06059,Orange County,3175692,38.1,2.8,90234,nan
1980,geoId/06061,Placer County,117247,nan,nan,nan,nan
1981,geoId/06061,Placer County,122444,nan,nan,nan,nan
1982,geoId/06061,Placer County,126216,nan,nan,nan,nan
1983,geoId/06061,Placer County,128535,nan,nan,nan,nan
1984,geoId/06061,Placer County,132575,nan,nan,nan,nan
1985,geoId/06061,Placer County,136789,nan,nan,nan,nan
1986,geoId/06061,Placer County,141432,nan,nan,nan,nan
1987,geoId/06061,Placer County,147363,nan,nan,nan,nan
1988,geoId/06061,Placer County,153610,nan,nan,nan,nan
1989,geoId/06061,Placer County,162658,nan,nan,nan,nan
1990,geoId/06061,Placer County,175421,nan,4.2,nan,nan
1991,geoId/06061,Placer County,181342,nan,6.5,nan,nan
1992,geoId/06061,Placer County,186799,nan,8.5,nan,nan
1993,geoId/06061,Placer County,192007,nan,8.1,nan,nan
1994,geoId/06061,Placer County,198429,nan,6.7,nan,nan
1995,geoId/06061,Placer County,205963,nan,6.1,nan,nan
1996,geoId/06061,Placer County,213335,nan,5.5,nan,nan
1997,geoId/06061,Placer County,220477,nan,4.7,nan,nan
1998,geoId/06061,Placer County,229216,nan,4.1,nan,nan
1999,geoId/06061,Placer County,239485,nan,3.3,nan,nan
2000,geoId/06061,Placer County,251129,nan,3.6,nan,nan
2001,geoId/06061,Placer County,264207,nan,4,nan,nan
2002,geoId/06061,Placer County,278002,nan,5,nan,nan
2003,geoId/06061,Placer County,292368,nan,5.2,nan,nan
2004,geoId/06061,Placer County,305046,nan,4.8,nan,nan
2005,geoId/06061,Placer County,315516,nan,4.3,nan,nan
2006,geoId/06061,Placer County,325215,nan,4.2,nan,nan
2007,geoId/06061,Placer County,332857,nan,4.7,nan,nan
2008,geoId/06061,Placer County,341960,nan,6.5,nan,nan
2009,geoId/06061,Placer County,348711,nan,10.6,nan,nan
2010,geoId/06061,Placer County,350026,nan,11.9,nan,nan
2011,geoId/06061,Placer County,356328,40,11,74645,nan
2012,geoId/06061,Placer County,360263,40.2,9.5,73356,nan
2013,geoId/06061,Placer County,365398,40.4,7.8,72725,nan
2014,geoId/06061,Placer County,369217,40.7,6.3,73747,nan
2015,geoId/06061,Placer County,372841,41,5.1,73948,nan
2016,geoId/06061,Placer County,378943,41.5,4.5,76926,nan
2017,geoId/06061,Placer County,385115,41.6,3.9,80488,nan
2018,geoId/06061,Placer County,392330,41.9,3.2,84357,nan
2019,geoId/06061,Placer County,398329,42,3.2,89691,nan
1980,geoId/06063,Plumas County,17340,nan,nan,nan,nan
1981,geoId/06063,Plumas County,17808,nan,nan,nan,nan
1982,geoId/06063,Plumas County,18176,nan,nan,nan,nan
1983,geoId/06063,Plumas County,18024,nan,nan,nan,nan
1984,geoId/06063,Plumas County,18154,nan,nan,nan,nan
1985,geoId/06063,Plumas County,18606,nan,nan,nan,nan
1986,geoId/06063,Plumas County,18693,nan,nan,nan,nan
1987,geoId/06063,Plumas County,19014,nan,nan,nan,nan
1988,geoId/06063,Plumas County,19316,nan,nan,nan,nan
1989,geoId/06063,Plumas County,19410,nan,nan,nan,nan
1990,geoId/06063,Plumas County,19811,nan,9.9,nan,nan
1991,geoId/06063,Plumas County,20095,nan,11.1,nan,nan
1992,geoId/06063,Plumas County,20612,nan,14,nan,nan
1993,geoId/06063,Plumas County,20745,nan,15.2,nan,nan
1994,geoId/06063,Plumas County,20540,nan,14.5,nan,nan
1995,geoId/06063,Plumas County,20518,nan,13.2,nan,nan
1996,geoId/06063,Plumas County,20414,nan,12.3,nan,nan
1997,geoId/06063,Plumas County,20429,nan,10.6,nan,nan
1998,geoId/06063,Plumas County,20362,nan,10.3,nan,nan
1999,geoId/06063,Plumas County,20370,nan,9.1,nan,nan
2000,geoId/06063,Plumas County,20721,nan,7,nan,nan
2001,geoId/06063,Plumas County,20790,nan,7.6,nan,nan
2002,geoId/06063,Plumas County,20847,nan,8.5,nan,nan
2003,geoId/06063,Plumas County,20948,nan,9.9,nan,nan
2004,geoId/06063,Plumas County,21001,nan,9.8,nan,nan
2005,geoId/06063,Plumas County,21015,nan,8.4,nan,nan
2006,geoId/06063,Plumas County,20765,nan,7.6,nan,nan
2007,geoId/06063,Plumas County,20674,nan,8.4,nan,nan
2008,geoId/06063,Plumas County,20423,nan,10.6,nan,nan
2009,geoId/06063,Plumas County,20180,nan,16,nan,nan
2010,geoId/06063,Plumas County,19914,nan,18.7,nan,nan
2011,geoId/06063,Plumas County,19715,49,17.9,44151,nan
2012,geoId/06063,Plumas County,19374,49.4,16.4,45358,nan
2013,geoId/06063,Plumas County,18895,49.9,14,45794,nan
2014,geoId/06063,Plumas County,18662,50.6,11.7,48032,nan
2015,geoId/06063,Plumas County,18516,51.3,10.3,47333,nan
2016,geoId/06063,Plumas County,18772,51.7,9.8,50125,nan
2017,geoId/06063,Plumas County,18740,52.1,8.9,50266,nan
2018,geoId/06063,Plumas County,18804,52.2,7.6,53270,nan
2019,geoId/06063,Plumas County,18660,52.3,7.8,55359,nan
1980,geoId/06065,Riverside County,663199,nan,nan,nan,nan
1981,geoId/06065,Riverside County,693249,nan,nan,nan,nan
1982,geoId/06065,Riverside County,719842,nan,nan,nan,nan
1983,geoId/06065,Riverside County,746898,nan,nan,nan,nan
1984,geoId/06065,Riverside County,783202,nan,nan,nan,nan
1985,geoId/06065,Riverside County,825685,nan,nan,nan,nan
1986,geoId/06065,Riverside County,871209,nan,nan,nan,nan
1987,geoId/06065,Riverside County,930059,nan,nan,nan,nan
1988,geoId/06065,Riverside County,995977,nan,nan,nan,nan
1989,geoId/06065,Riverside County,1084568,nan,nan,nan,nan
1990,geoId/06065,Riverside County,1193639,nan,7.1,nan,nan
1991,geoId/06065,Riverside County,1248277,nan,10.2,nan,nan
1992,geoId/06065,Riverside County,1290328,nan,11.9,nan,nan
1993,geoId/06065,Riverside County,1321304,nan,12.1,nan,nan
1994,geoId/06065,Riverside County,1354966,nan,10.7,nan,nan
1995,geoId/06065,Riverside County,1383646,nan,9.4,nan,nan
1996,geoId/06065,Riverside County,1406769,nan,8.4,nan,nan
1997,geoId/06065,Riverside County,1439674,nan,7.6,nan,nan
1998,geoId/06065,Riverside County,1480708,nan,6.7,nan,nan
1999,geoId/06065,Riverside County,1530653,nan,5.5,nan,nan
2000,geoId/06065,Riverside County,1558970,nan,5.3,nan,nan
2001,geoId/06065,Riverside County,1615888,nan,5.5,nan,nan
2002,geoId/06065,Riverside County,1685480,nan,6.5,nan,nan
2003,geoId/06065,Riverside County,1768751,nan,6.6,nan,nan
2004,geoId/06065,Riverside County,1852230,nan,6,nan,nan
2005,geoId/06065,Riverside County,1925929,nan,5.3,nan,nan
2006,geoId/06065,Riverside County,2004506,nan,5,nan,nan
2007,geoId/06065,Riverside County,2065281,nan,6,nan,nan
2008,geoId/06065,Riverside County,2097887,nan,8.6,nan,nan
2009,geoId/06065,Riverside County,2132478,nan,13.6,nan,nan
2010,geoId/06065,Riverside County,2201652,nan,14.2,nan,nan
2011,geoId/06065,Riverside County,2234070,33.5,13.4,58365,nan
2012,geoId/06065,Riverside County,2261204,33.7,11.8,57096,nan
